Senats-id,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,HLinkEMail,HLinkWeb,lblAngeboteText,lblBesondereAngebote,lblEMailText,lblEinrichtungsart,lblFreiePlaetzeText,lblKitaname,lblMehrsprachigkeit,lblMehrsprachigkeitText,lblOeffText,lblOeffnungDienstag,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungMittwoch,lblOeffnungMontag,lblOeffnungSonnabend,lblOrt,lblPaedAnsaetze,lblPaedAnsaetzeText,lblPaedSchwerpunkte,lblPaedSchwerpunkteText,lblPlatzstrukturenText,lblStellenangeboteText,lblStrasse,lblTelefon,lblTelefonText,lblThemSchwerpunkte,lblThemSchwerpunkteText,lblTraegerName,lblTraegerart,lblTraegerartText,lblVerantwortlich,lblWebText,PLZ,Ort,Stadtteil,Traegerart,Telefon,lat,lon,address_zum_vergleich_nochmal
2403,Nein, ,92,9,30,62,Kita.Methfesselstr14@ba-fk.berlin.de,http://www.kindergaerten-city.de/methfesselstr-14,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Methfesselstr. 14/Kigä City,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Mi 07:00-17:00,Mo 07:00-17:00,,10965 Berlin (Friedrichshain-Kreuzberg),,,Sonstiges,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Methfesselstr. 14 ,3050587271,Telefon,Gesundheit,Thematische Schwerpunkte,Kindergärten City,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10965,Berlin,Friedrichshain-Kreuzberg,Eigenbetrieb,030 50587271,52.4888248,13.3846521,"Städt. Kita Methfesselstraße 14, 14, Methfesselstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
2413,Nein, ,115,0,30,85,sonnenschein@awo-spree-wuhle.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Sonnenschein 1,deutsch - spanisch,Mehrsprachigkeit,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Mi 07:00-17:00,Mo 07:00-17:00,,10963 Berlin (Friedrichshain-Kreuzberg),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Wartenburgstr. 6 ,3050587801,Telefon,"Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",Thematische Schwerpunkte,Arbeiterwohlfahrt Berlin Spree-Wuhle e.V.,(Arbeiterwohlfahrt),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10963,Berlin,Friedrichshain-Kreuzberg,Arbeiterwohlfahrt,030 50587801,52.4957603,13.3811224,"Kita Wartenburg, AWO Landesverband Berlin e.V., 6, Wartenburgstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland"
416129,Nein, ,40,0,0,40,bazubakaminka@sonnenburg-berlin.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita BAZUBA KAMINKA,,,Öffnungszeiten,,,,,,,10437 Berlin (Pankow),,,,,Plätze,Stellenangebote,Dunckerstr. 77 ,3050596284,Telefon,,,SONNENBURG Soziale Dienste gemeinnützige UG (haftungsbeschränkt),(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10437,Berlin,Pankow,Sonstiger freier Träger,030 50596284,52.5435234,13.4215145,"77, Dunckerstraße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
2022,Nein, ,48,12,0,48,kiga.morgensonne@paul-gerhardt.com,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kiga Morgensonne,,,Öffnungszeiten,Di 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,Mi 06:30-17:00,Mo 06:30-17:00,,10318 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Lehndorffstr. 11 /15,030508 36 35,Telefon,,,Ev. Kirchengemeinde Paul-Gerhardt-Lichtenberg,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Diakonisches Werk,030 5083635,52.4774923,13.5189768,"Lehndorffstraße, Prinzenviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
680,Nein, ,40,33,0,40,info@waldorfkiga-karlshorst.de,,Besondere Angebote,Waldorf,E-Mail,Kindertagesstätte,Freie Plätze,Waldorf-Kindergarten Karlshorst,,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,10318 Berlin (Lichtenberg),Waldorfpädagogik,Pädagogische Ansätze,Waldorfpädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Stühlinger Str. 3 ,030509 02 71,Telefon,,,Waldorfkindergarten Karlshorst e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Sonstiger freier Träger,030 5090271,52.4811236,13.5212266,"Waldorf-Kindergarten Karlshorst e.V., 3, Stühlinger Straße, Prinzenviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
518,Nein, ,135,12,45,90,kindergarten.wildensteiner-strasse@kigaeno.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Wildensteiner Str. 3/Kigä NordOst,,,Öffnungszeiten,Di 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Mi 06:30-17:30,Mo 06:30-17:30,,10318 Berlin (Lichtenberg),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Wildensteiner Str. 3 ,305098418,Telefon,,,Kindergärten NordOst,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Eigenbetrieb,030 5098418,52.4803678,13.5244467,"Städt. Kita, 3, Wildensteiner Straße, Prinzenviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
1996,Nein, ,150,0,0,150,info-grashuepfer@awo-suedost.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,AWO Kita Grashüpfer,,,Öffnungszeiten,Di 07:00-18:00,Do 07:00-18:00,Fr 07:00-18:00,Mi 07:00-18:00,Mo 07:00-18:00,,10318 Berlin (Lichtenberg),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Honnefer Str. 25 ,509 86 51,Telefon,,,Arbeiterwohlfahrt Kreisverband Südost e.V.,(Arbeiterwohlfahrt),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Arbeiterwohlfahrt,030 5098651,52.4852215,13.5341228,"25, Honnefer Straße, Rheinisches Viertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
767,Nein, ,30,20,7,23,netti@kita-karlshorst.de,www.kita-karlshorst.de,,,E-Mail,Eltern-Initiativ-Kindertagesstätte,Freie Plätze,Kita Das tapfere Schneiderlein,,,Öffnungszeiten,Di 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Mi 07:30-17:00,Mo 07:30-17:00,,10318 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Hentigstr. 16 ,305099245,Telefon,,,Das tapfere Schneiderlein e.V.,(EKT),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,EKT,030 5099245,52.4883268,13.5242302,"16, Hentigstraße, Heimatviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
1995,Nein, ,128,0,0,128,,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Zwergenland,,,Öffnungszeiten,Di 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Mi 06:30-17:30,Mo 06:30-17:30,,10318 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Hönower Str. 31 ,509 95 48,Telefon,,,EJF gemeinnützige AG,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Diakonisches Werk,030 5099548,52.4892748,13.5227636434,"Kita Zwergenland, 31, Hönower Straße, Heimatviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
2006,Nein, ,180,12,64,116,kindergarten.roemerweg@kigaeno.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Römerweg 106 und 112/Kigä NordOst,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10318 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Römerweg 106 ,030509 97 92,Telefon,,,Kindergärten NordOst,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10318,Berlin,Lichtenberg,Eigenbetrieb,030 5099792,52.4915315,13.5348169,"106, Römerweg, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
2899,Nein, ,28,0,0,28,,http://www.mosaick.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Krümel-Club,,,Öffnungszeiten,,,,,,,12203 Berlin (Steglitz-Zehlendorf),,,,,Plätze,Stellenangebote,Dürerstr. 20 ,0305105 9280,Telefon,,,Krümel-Club gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12203,Berlin,Steglitz-Zehlendorf,Sonstiger freier Träger,030 51059280,52.4375342,13.3051501562,"20, Dürerstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland"
622,Nein, ,275,2,100,175,erieseering@kinder-im-kiez.de,www.kinder-im-kiez.de,Besondere Angebote,"englisch, musische Orientierung",E-Mail,Kindertagesstätte,Freie Plätze,Kita Bärenkinder,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10319 Berlin (Lichtenberg),,,musikalisch/künstlerische Früherziehung,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Erieseering 33 ,030512 21 95,Telefon,,,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10319,Berlin,Lichtenberg,Sonstiger freier Träger,030 5122195,52.4958477,13.5208426,"33, Erieseering, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
620,Nein, ,75,0,21,54,kindergarten.baikalstrasse@kigaeno.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Baikalstr. 2,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10319 Berlin (Lichtenberg),Reggio-Pädagogik,Pädagogische Ansätze,Reggio-Pädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Baikalstr. 2 ,030512 30 80,Telefon,,,Kindergärten NordOst,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10319,Berlin,Lichtenberg,Eigenbetrieb,030 5123080,52.4988436,13.5043952,"2, Baikalstraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
2032,Nein, ,191,0,48,143,kindergarten.sewanstrasse@kigaeno.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,"""Erlebniswelt""",,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10319 Berlin (Lichtenberg),,,Natur-und Umweltpädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Sewanstr. 197 -199,305123176,Telefon,,,Kindergärten NordOst,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10319,Berlin,Lichtenberg,Eigenbetrieb,030 5123176,52.4965432,13.5081602,"Sewanstraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
1987,Nein, ,87,12,30,57,kita.balatonstrasse@forum-soziale-dienste.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Balatonknirpse,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10319 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Balatonstr. 9 ,305125080,Telefon,,,Forum Soziale Dienste GmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10319,Berlin,Lichtenberg,Sonstiger freier Träger,030 5125080,52.4986945,13.5101355,"9, Balatonstraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
589,Nein, ,153,2,31,122,kita-krokofant@bik-ev.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Krokofant,,,Öffnungszeiten,Di 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Mi 06:00-17:30,Mo 06:00-17:30,,10319 Berlin (Lichtenberg),,,Sonstiges,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Mellenseestr. 65 ,305126659,Telefon,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",Thematische Schwerpunkte,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10319,Berlin,Lichtenberg,Sonstiger freier Träger,030 5126659,52.4948978,13.5124191936,"65-66, Mellenseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
653279,Nein, ,25,13,8,17,info@lemmis-kreativ-kita.de,http://lemmis-kreativ-kita.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Lemmis Kreativ-Kita,,,Öffnungszeiten,Di 08:00-17:30,Do 08:00-17:30,Fr 08:00-17:30,Mi 08:00-17:30,Mo 08:00-17:30,,12167 Berlin (Steglitz-Zehlendorf),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Gravelottestr. 10 ,030513 055 38,Telefon,Theaterpädagogik,Thematische Schwerpunkte,"Kreativ-Kitas Berlin Süd gUG
(haftungsbeschränkt)",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12167,Berlin,Steglitz-Zehlendorf,Sonstiger freier Träger,030 51305538,52.4472,13.32749,"EKG - Gravelottestraße 10, 10, Gravelottestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
504229,Nein, ,30,10,14,16,kitawunderland@minomi.info,www.kita-mitte.berlin,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Wunderland,deutsch - russisch,Mehrsprachigkeit,Öffnungszeiten,Di 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Mi 08:00-17:00,Mo 08:00-17:00,,13347 Berlin (Mitte),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Gerichtstr. 40 ,3051307508,Telefon,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung",Thematische Schwerpunkte,MiNoMi gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13347,Berlin,Mitte,Sonstiger freier Träger,030 51307508,52.545047,13.3636572,"40, Gerichtstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
688,Nein, ,55,0,16,39,,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita der Ev. Kirchengem. Biesdorf,,,Öffnungszeiten,Di 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Mi 06:00-17:00,Mo 06:00-17:00,,12683 Berlin (Marzahn-Hellersdorf),,,"Ästhetische Bildung (Musik und Kunst), Religionspädagogik",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Parkweg 8 ,514 39 16,Telefon,,,Ev. Kirchengemeinde Biesdorf,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12683,Berlin,Marzahn-Hellersdorf,Diakonisches Werk,030 5143916,52.5101299,13.5558958,"8, Parkweg, Biesdorf-Süd, Biesdorf, Marzahn-Hellersdorf, Berlin, 12683, Deutschland"
2136,Nein, ,54,10,12,42,kita-waldhaeuschen@volkssolidaritaet.de,www.vs-kitas-berlin.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Waldhäuschen,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,12683 Berlin (Marzahn-Hellersdorf),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Schwabenallee 86 ,305143978,Telefon,,,Kinder- und Jugend gGmbH der Volkssolidarität Berlin,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12683,Berlin,Marzahn-Hellersdorf,Sonstiger freier Träger,030 5143978,52.4903828,13.5627439,"86, Schwabenallee, Biesdorf-Süd, Biesdorf, Marzahn-Hellersdorf, Berlin, 12683, Deutschland"
362129,Nein, ,60,12,25,35,mail@fuchtelzwerge.de,www.wuhlewanderer.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Die Wuhlewanderer,,,Öffnungszeiten,,,,,Mo 07:00-17:00,,12683 Berlin (Marzahn-Hellersdorf),"Ansatz von Emmi Pikler, Situationsansatz",Pädagogische Ansätze,"Ansatz von Emmi Pikler, Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Elsterwerdaer Platz 1 ,3051488240,Telefon,Körper und Bewegung,Thematische Schwerpunkte,Die Wuhlewanderer gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12683,Berlin,Marzahn-Hellersdorf,Sonstiger freier Träger,030 51488240,52.5053152,13.5582477,"1, Elsterwerdaer Platz, Biesdorf-Süd, Biesdorf, Marzahn-Hellersdorf, Berlin, 12683, Deutschland"
2019,Nein, ,75,12,26,49,kindergarten.woennichstrasse@kigaeno.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Sonnenblume/Kigä NordOst,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10317 Berlin (Lichtenberg),,,Körper und Bewegung,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Wönnichstr. 60 ,3051489967,Telefon,,,Kindergärten NordOst,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10317,Berlin,Lichtenberg,Eigenbetrieb,030 51489967,52.5051253,13.4971312,"60, Wönnichstraße, Weitlingkiez, Rummelsburg, Lichtenberg, Berlin, 10317, Deutschland"
118129,Nein, ,25,12,11,14,Berliner.spatzen@web.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Spatzenhaus,deutsch - russisch,Mehrsprachigkeit,Öffnungszeiten,Di 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Mi 08:00-17:00,Mo 08:00-17:00,,12167 Berlin (Steglitz-Zehlendorf),,,,,Plätze,Stellenangebote,Birkbuschstr. 14 ,3051589894,Telefon,Interkulturelle Pädagogik,Thematische Schwerpunkte,"FdM gemeinnützige UG (haftungsbeschränkt)
Förderung der Mehrsprachigkeit",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12167,Berlin,Steglitz-Zehlendorf,Sonstiger freier Träger,030 51589894,52.4506516,13.3219367,"14, Birkbuschstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
2532,Nein, ,25,0, , ,vorstand@krikelkrakel.org,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Krikelkrakel,,,Öffnungszeiten,,,,,,,13187 Berlin (Pankow),,,,,Plätze,Stellenangebote,Breite Str. 7 ,3051636203,Telefon,,,Krikelkrakel gGmbH,(EKT),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13187,Berlin,Pankow,EKT,030 51636203,52.5713114,13.4100705,"7, Breite Straße, Pankow, Berlin, 13187, Deutschland"
2739,Nein, ,85,2,30,55,rudowerstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Besondere Angebote,"englisch, sportorientiert",E-Mail,Kindertagesstätte,Freie Plätze,Kita Rudower Straße,,,Öffnungszeiten,Di 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Mi 06:00-17:30,Mo 06:00-17:30,,12524 Berlin (Treptow-Köpenick),,,,,Plätze,Stellenangebote,Rudower Str. 45 ,0305165 3529,Telefon,,,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12524,Berlin,Treptow-Köpenick,Sonstiger freier Träger,030 51653529,52.4211099,13.5331532903,"Kita Rudower Straße, 45, Rudower Straße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
628,Nein, ,288,3,115,173,ribbeckerstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Besondere Angebote,"englisch, sportorientiert",E-Mail,Kindertagesstätte,Freie Plätze,Kita Lichtenzwerge,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10315 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Ribbecker Str. 22 ,0305165 7262,Telefon,,,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10315,Berlin,Lichtenberg,Sonstiger freier Träger,030 51657262,52.5068695,13.5086136624,"Kita Lichtenzwerge, 22, Ribbecker Straße, Weitlingkiez, Friedrichsfelde, Lichtenberg, Berlin, 10315, Deutschland"
2056,Nein, ,111,2,15,96,u.winter@vielfarb.de,,Besondere Angebote,4 Plätze,E-Mail,Kindertagesstätte,Freie Plätze,Kita Vielfarb-Kita,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,13088 Berlin (Pankow),Situationsansatz,Pädagogische Ansätze,"Gesundheit, Körper und Bewegung, Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Else-Jahn-Str. 40 ,30516956225,Telefon,,,Vielfarb Social gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13088,Berlin,Pankow,Sonstiger freier Träger,030 516956225,52.55152705,13.4739577377,"Kita An den Pappeln, 40, Else-Jahn-Straße, Weißensee, Pankow, Berlin, 13088, Deutschland"
2098,Nein, ,85,2,30,55,b.hagemeister@vielfarb.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Vielfarb-Kita,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,13125 Berlin (Pankow),Situationsansatz,Pädagogische Ansätze,"Gesundheit, Körper und Bewegung, Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Robert-Rössle-Str. 1A ,30516956230,Telefon,,,Vielfarb Social gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13125,Berlin,Pankow,Sonstiger freier Träger,030 516956230,52.6285502,13.4996506,"1A, Robert-Rössle-Straße, Buch I + II, Buch, Pankow, Berlin, 13125, Deutschland"
2882,Nein, ,107,2,43,64,p.behrendt@vielfarb.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita am Schlosspark,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,13156 Berlin (Pankow),Situationsansatz,Pädagogische Ansätze,"Ästhetische Bildung (Musik und Kunst), Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Tschaikowskistr. 12 ,30516956235,Telefon,,,Vielfarb Social gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13156,Berlin,Pankow,Sonstiger freier Träger,030 516956235,52.5775617,13.4010234,"12, Tschaikowskistraße, Niederschönhausen, Pankow, Berlin, 13156, Deutschland"
2780,Nein, ,94,2,31,63,r.behme@vielfarb.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Schillerwiese,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,13156 Berlin (Pankow),Situationsansatz,Pädagogische Ansätze,"Ästhetische Bildung (Musik und Kunst), Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Waldemarstr. 36 ,30516956245,Telefon,,,Vielfarb-Kita Schillerwiese gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13156,Berlin,Pankow,Sonstiger freier Träger,030 516956245,52.5034971,13.4191496,"Heilehaus, 36, Waldemarstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
410179,Nein, ,107,6,30,77,sophieswelt@sozdia.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Sophies Welt,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,10317 Berlin (Lichtenberg),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Sophienstr. 28A ,3051736031,Telefon,Integration von Kindern mit Behinderung,Thematische Schwerpunkte,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10317,Berlin,Lichtenberg,Diakonisches Werk,030 51736031,52.5064501,13.4941538,"Kindertagesstätte  Sophies Welt, 28A, Sophienstraße, Weitlingkiez, Rummelsburg, Lichtenberg, Berlin, 10317, Deutschland"
