Senats-id,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblPaedSchwerpunkte,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
547,Kita der Humboldt-Universität zu Berlin,Kita,Humboldt Universität zu Berlin,(Humboldt Universität zu Berlin),Monbijoustr. 3 ,10117 Berlin (Mitte),,,,,,,,,,,, ,0,0, ,10117,Berlin,Mitte,52.5232571,13.3946891,"3, Monbijoustraße, Scheunenviertel, Mitte, Berlin, 10117, Deutschland"
548,EKT Konfetti,Eltern-Initiativ-Kita,Eltern-Initiativ-KitaKonfetti e. V.,(EKT),Gleditschstr. 40 ,10781 Berlin (Tempelhof-Schöneberg),info@kinderladen-konfetti.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,Situationsansatz,,,,14,0,3,11,10781,Berlin,Tempelhof-Schöneberg,52.4931749,13.3549499,"40, Gleditschstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland"
549,EKT - Kasymir,Eltern-Initiativ-Kita,KASYMIR e.V.,(EKT),Menckenstr. 1 ,12169 Berlin (Steglitz-Zehlendorf),kinderladen.kasymir@yahoo.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,Situationsansatz,,,,21,12,10,11,12169,Berlin,Steglitz-Zehlendorf,52.4584802,13.3314955,"EKT - Kindergruppe Menckenstraße e.V., 1, Menckenstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
550,Kita der Kath. Kirchengem. Herz Jesu,Kita,Kath. Kirchengemeinde Herz Jesu,(Deutscher Caritasverband),Templerzeile 15 ,12099 Berlin (Tempelhof-Schöneberg),kontakt@herz-jesu-kita.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Montessori-Pädagogik,,,,85,2,25,60,12099,Berlin,Tempelhof-Schöneberg,52.4618983,13.3914971,"Kita der Kath. Kirchengem. Herz Jesu, 15, Templerzeile, Tempelhof, Tempelhof-Schöneberg, Berlin, 12099, Deutschland"
551,Kita Pusteblume,Kita,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,(Sonstiger freier Träger),Dregerhoffstr. 66 ,12557 Berlin (Treptow-Köpenick),kita-pusteblume@fippev.de,www.fippev.de/pusteblume,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,80,2,32,48,12557,Berlin,Treptow-Köpenick,52.4291945,13.5956553,"Städt. Kita, 66, Dregerhoffstraße, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland"
552,AWO Kita Rosa Marzipan,Kita,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,(Arbeiterwohlfahrt),Putbusser Str. 30 ,13355 Berlin (Mitte),rosamarzipan@awo-mitte.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Situationsansatz,,,,32,0,18,14,13355,Berlin,Mitte,52.546711,13.3918097,"30, Putbusser Straße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
553,AWO Kita Sonnenblume,Kita,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,(Arbeiterwohlfahrt),Reinickendorfer Str. 62 ,13347 Berlin (Mitte),sonnenblume@awo-mitte.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Situationsansatz,,,multikulturell,120,0,30,90,13347,Berlin,Mitte,52.5543368,13.3656993,"62, Reinickendorfer Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
554,EKT Guten Tag Kinder,Eltern-Initiativ-Kita,Guten Tag Kinder e.V.,(EKT),Fürbringerstr. 27 ,10961 Berlin (Friedrichshain-Kreuzberg),,,Mo 08:30-16:00,Di 08:30-16:00,Mi 08:30-16:00,Do 08:30-16:00,Fr 08:30-16:00,,,,,14,0, , ,10961,Berlin,Friedrichshain-Kreuzberg,52.49325,13.3959475,"27, Fürbringerstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10961, Deutschland"
555,"EKT - CIP City-Initiative für Eltern- 
und Kinder-Projekte",Eltern-Initiativ-Kita,CIP City-Initiative f. Eltern- und Kinder-Projekte e.V.,(EKT),Mierendorffstr. 21 ,10589 Berlin (Charlottenburg-Wilmersdorf),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,36,0,0,36,10589,Berlin,Charlottenburg-Wilmersdorf,52.5238957,13.3022338,"21, Mierendorffstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10589, Deutschland"
557,AWO-Kita Kladow,Kita,Arbeiterwohlfahrt Kreisverband Spandau e.V.,(Arbeiterwohlfahrt),Mascha-Kaleko-Weg 3 ,14089 Berlin (Spandau),kita-kladow@awo-spandau.de,www.awo-spandau.de/kita_kladow.htm,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,,Körper und Bewegung,,90,17,20,70,14089,Berlin,Spandau,52.45847,13.1561494,"3, Mascha-Kaléko-Weg, Kladow, Spandau, Berlin, 14089, Deutschland"
559,Kita St. Albertus Magnus/Kath. Kirchengem. St. Ludwig,Kita,Kath. Kirchengemeinde St. Ludwig,(Deutscher Caritasverband),Johann-Georg-Str. 8 ,10709 Berlin (Charlottenburg-Wilmersdorf),kita_albertusmagnus@sanktludwig.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,47,12,15,32,10709,Berlin,Charlottenburg-Wilmersdorf,52.4968411,13.298104,"Kita der Kath. Kirchengem. St. Albertus-Magnus, 8, Johann-Georg-Straße, Halensee, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland"
561,EKT Hildegarten,Eltern-Initiativ-Kita,Eltern-Initiativ-KitaHildegarten e. V.,(EKT),Hildegardstr. 16A ,10715 Berlin (Charlottenburg-Wilmersdorf),kila-hildegarten@t-online.de,www.kila-hildegarten.de,Mo 08:00-16:45,Di 08:00-16:45,Mi 08:00-16:45,Do 08:00-16:45,Fr 08:00-16:45,,,,,20,18,5,15,10715,Berlin,Charlottenburg-Wilmersdorf,52.4819209,13.321437,"16a, Hildegardstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
562,Kinderladen Mainzelmännchen,Eltern-Initiativ-Kita,Kinderladen Mainzelmännchen e. V.,(EKT),Mainzer Str. 25 ,10715 Berlin (Charlottenburg-Wilmersdorf),info@kinderladen-mainzelmaennchen.de,,Mo 08:00-16:30,Di 08:00-16:30,Mi 08:00-16:30,Do 08:00-16:30,Fr 08:00-15:30,,,,,15,13,0,15,10715,Berlin,Charlottenburg-Wilmersdorf,52.4800227,13.3228332,"25, Mainzer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
563,EKT Prinz Güntzel,Eltern-Initiativ-Kita,Eltern-Kinder-Tagesstätte Prinz Güntzel e.V.,(EKT),Prinzregentenstr. 90 ,10717 Berlin (Charlottenburg-Wilmersdorf),,,Mo 07:45-17:30,Di 07:45-17:30,Mi 07:45-16:00,Do 07:45-17:30,Fr 07:45-16:00,Situationsansatz,,,,23,0,0,23,10717,Berlin,Charlottenburg-Wilmersdorf,52.4904015,13.3332873,"90, Prinzregentenstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10717, Deutschland"
564,EKT Kinderland,Eltern-Initiativ-Kita,"Eltern-Initiative-KitaKinderland e.V., Wilmersdorf",(EKT),Wilhelmsaue 18 ,10715 Berlin (Charlottenburg-Wilmersdorf),,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,13,0,0,13,10715,Berlin,Charlottenburg-Wilmersdorf,52.4849033,13.3262141,"18, Wilhelmsaue, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
565,Kita der Ev. Kirchengem. Schönow-Buschgraben,Kita,Ev. Kirchengemeinde Schönow-Buschgraben,(Diakonisches Werk),Andreezeile 21 ,14165 Berlin (Steglitz-Zehlendorf),kita@schoenow-buschgraben.de,www.schoenow-buschgraben.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,"Montessori-Pädagogik, Situationsansatz",,,,45,24,0,45,14165,Berlin,Steglitz-Zehlendorf,52.4131764,13.2599298,"21, Andréezeile, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland"
566,Kita der Ev. Kirchengem. Dahlem,Kita,Ev. Kirchengemeinde Dahlem,(Diakonisches Werk),Thielallee 1 -3,14195 Berlin (Steglitz-Zehlendorf),kita.thielallee@kg-dahlem.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,50,24,0,50,14195,Berlin,Steglitz-Zehlendorf,52.4548283,13.2849379,"Thielallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
568,EKT Wannsee - Kinderhaus Murmelente,Eltern-Initiativ-Kita,"Eltern-Kinder-Tagesstätte Wannsee ""Murmelente"" e. V.",(EKT),Chausseestr. 42 ,14109 Berlin (Steglitz-Zehlendorf),murmelente@kinderhaus-wannsee.de,,Mo 08:00-16:30,Di 08:00-16:30,Mi 08:00-16:30,Do 08:00-16:30,Fr 08:00-16:30,Reggio-Pädagogik,,,,30,0,6,24,14109,Berlin,Steglitz-Zehlendorf,52.4144633,13.1448253048,"42, Chausseestraße, Kohlhasenbrück, Wannsee, Steglitz-Zehlendorf, Berlin, 14109, Deutschland"
569,EKT - Montessori-Gemeinschaftshaus,Eltern-Initiativ-Kita,Montessori-Gemeinschaftshaus e. V.,(EKT),Clayallee 92 ,14195 Berlin (Steglitz-Zehlendorf),info@montessori-gemeinschaftshaus.de,www.montessori-gemeinschaftshaus.de,Mo 07:30-16:00,Di 07:30-16:00,Mi 07:30-16:00,Do 07:30-16:00,Fr 07:30-16:00,,,,Montessori,19,36,0,19,14195,Berlin,Steglitz-Zehlendorf,52.4595754,13.2751808,"Montessori-Gemeinschaftshaus e.V., 92, Clayallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
570,EKT Schlachtensee,Eltern-Initiativ-Kita,EKT - Schlachtensee e. V.,(EKT),Wasgenstr. 75 ,14129 Berlin (Steglitz-Zehlendorf),,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,16,0,2,14,14129,Berlin,Steglitz-Zehlendorf,52.4286425,13.2155914,"Club A18, 75, Wasgenstraße, Nikolassee, Steglitz-Zehlendorf, Berlin, 14129, Deutschland"
571,Ev. KitaAlt-Schöneberg,Kita,Leben mit Kindern gGmbH,(Sonstiger freier Träger),Dominicusstr. 21A ,10823 Berlin (Tempelhof-Schöneberg),a-schoen@lemiki.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Natur- und Umweltpädagogik, Religionspädagogik",,70,12,32,38,10823,Berlin,Tempelhof-Schöneberg,52.4824414,13.3475777,"Kita der Ev. Kirchengem. Alt-Schöneberg, 21a, Dominicusstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10823, Deutschland"
572,Kita der Kath. Kirchengem. St. Matthias,Kita,Kath. Kirchengemeinde St. Matthias,(Deutscher Caritasverband),Hohenstaufenstr. 3 ,10781 Berlin (Tempelhof-Schöneberg),KitaStMatthias@t-online.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,80,12,25,55,10781,Berlin,Tempelhof-Schöneberg,52.4952456,13.3535495,"Katholische Schule Sankt Franziskus, 1-3, Hohenstaufenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland"
573,EKT L' Angolino,Eltern-Initiativ-Kita,Eltern-Initiativ-KitaL'angolino e.V.,(EKT),Ansbacher Str. 41 ,10777 Berlin (Tempelhof-Schöneberg),info@langolino-berlin.de,http://www.langolino-berlin.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Situationsansatz,,,deutsch - italienisch,30,0,0,30,10777,Berlin,Tempelhof-Schöneberg,52.4988486,13.3406352,"41, Ansbacher Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland"
576,EKT - Milchzahn,Eltern-Initiativ-Kita,Milchzahn e.V.,(EKT),Bundesallee 76 ,12161 Berlin (Tempelhof-Schöneberg),ekt.milchzahn@web.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,Situationsansatz,,,,18,22,4,14,12161,Berlin,Tempelhof-Schöneberg,52.4710074,13.3281238,"76, Bundesallee, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland"
577,EKT Harrys Kid's Club,Eltern-Initiativ-Kita,Harrys Kid's Club - Lückeprojekt e.V.,(EKT),Peter-Vischer-Str. 12 ,12157 Berlin (Tempelhof-Schöneberg),,,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,Situationsansatz,,,,26,0,10,16,12157,Berlin,Tempelhof-Schöneberg,52.4646149,13.3428943,"12, Peter-Vischer-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
578,EKT - Kraut und Rüben,Eltern-Initiativ-Kita,Kraut und Rüben e.V.,(EKT),Schwalbacher Str. 8 ,12161 Berlin (Tempelhof-Schöneberg),kilakraut@web.de,www.kilakrautundrueben.de,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,15,24,3,12,12161,Berlin,Tempelhof-Schöneberg,52.4700467,13.3210782,"8, Schwalbacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 12161, Deutschland"
579,Kita der Ev. Kirchengem. Markus,Kita,Ev. Kirchengemeinde Markus,(Diakonisches Werk),Liliencronstr. 15 ,12167 Berlin (Steglitz-Zehlendorf),kita@markus-gemeinde.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,130,2,0,130,12167,Berlin,Steglitz-Zehlendorf,52.4491432,13.3410356,"15, Liliencronstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
580,EKT Langzeit,Eltern-Initiativ-Kita,EKT Langzeit e.V.,(EKT),Kommandantenstr. 86 ,12205 Berlin (Steglitz-Zehlendorf),ektlangzeit@gmx.net,www.kila-langzeit.de,Mo 08:00-16:30,Di  08:00-16:30,Mi  08:00-16:30,Do  08:00-16:30,Fr 08:00-15:00,,,,,18,0,4,14,12205,Berlin,Steglitz-Zehlendorf,52.4346874,13.2932494793,"86, Kommandantenstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland"
581,Kita Dreikäse-Hoch (Wohneinheit links),Kita,Mittelhof e.V.,(Sonstiger freier Träger),Beethovenstr. 34 ,12247 Berlin (Steglitz-Zehlendorf),dreikaesehoch@mittelhof.org,www.mittelhof.org,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,Situationsansatz,,,,45,24,10,35,12247,Berlin,Steglitz-Zehlendorf,52.43810925,13.3309094049,"34, Beethovenstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland"
582,Kita Robinson Crusoe,Kita,Orte für Kinder GmbH,(Sonstiger freier Träger),Am Hellespont 2 ,12109 Berlin (Tempelhof-Schöneberg),robinson-crusoe@ortefuerkinder.de,,Mo 06:30-16:30,Di 06:30-16:30,Mi 06:30-16:30,Do 06:30-16:30,Fr 06:30-16:30,,,,,60,12,19,41,12109,Berlin,Tempelhof-Schöneberg,52.444716,13.4083986,"Kita Robinson Crusoe, 2, Am Hellespont, Mariendorf, Tempelhof-Schöneberg, Berlin, 12109, Deutschland"
583,EKT - Kinderladeninitiative Tempelhof,Eltern-Initiativ-Kita,Kinderladeninitiative Tempelhof e.V.,(EKT),Kurfürstenstr. 114 ,12105 Berlin (Tempelhof-Schöneberg),info@kunterbunte-kinder.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,18,0,0,18,12105,Berlin,Tempelhof-Schöneberg,52.5033514,13.3477852,"Hotel Sylter Hof Berlin, 114-116, Kurfürstenstraße, Tiergarten, Mitte, Berlin, 10787, Deutschland"
584,EKT Marienfelde,Eltern-Initiativ-Kita,Elterninitiativ - KitaMarienfelde e. V.,(EKT),Waldsassener Str. 50 ,12279 Berlin (Tempelhof-Schöneberg),ekt-marienfelde@t-online.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,26,0,0,26,12279,Berlin,Tempelhof-Schöneberg,52.4071351,13.3492592,"50, Waldsassener Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland"
585,Kinder- und Schülerladen Purzelbaum Britz,Eltern-Initiativ-Kita,Kinder- und Schülerladen Purzelbaum Britz e.V.,(EKT),Hanne Nüte 1 ,12359 Berlin (Neukölln),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-16:30,,,,,18,0,7,11,12359,Berlin,Neukölln,52.4517815,13.4510988223,"1, Hanne Nüte, Britz, Neukölln, Berlin, 12359, Deutschland"
586,EKT Hasenreiter,Eltern-Initiativ-Kita,Hasenreiter e.V.,(EKT),Herrfurthplatz 4 ,12049 Berlin (Neukölln),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,"Montessori-Pädagogik, Situationsansatz",,,,16,0,0,16,12049,Berlin,Neukölln,52.477488,13.4214499,"4, Herrfurthplatz, Schillerkiez, Neukölln, Berlin, 12049, Deutschland"
587,EKT -  Kleinkindpädagogik,Eltern-Initiativ-Kita,Kleinkindpädagogik e.V.,(EKT),Schöneweider Str. 20 ,12055 Berlin (Neukölln),info@kleinkindpaedagogik-berlin.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,Integration von Kindern mit Behinderung,,24,12,8,16,12055,Berlin,Neukölln,52.4720529,13.4442126934,"20, Schöneweider Straße, Rollbergsiedlung, Neukölln, Rixdorf, Berlin, 12055, Deutschland"
589,Kita Krokofant,Kita,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Mellenseestr. 65 ,10319 Berlin (Lichtenberg),kita-krokofant@bik-ev.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,166,6,60,106,10319,Berlin,Lichtenberg,52.4946294,13.5125203227,"Kita Krokofant, 65 - 66, Mellenseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
590,Kita der Kath. Kirchengemeinde Maria Gnaden,Kita,Kath. Kirchengemeinde Maria Gnaden,(Deutscher Caritasverband),Roswithastr. 21 ,13467 Berlin (Reinickendorf),info@kitamariagnaden.de,www.kitamariagnaden.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Situationsansatz,,,,65,12,15,50,13467,Berlin,Reinickendorf,52.6229011,13.3059895,"Kita der Kath. Kirchengem. Maria Gnaden, 21, Roswithastraße, Hermsdorf, Reinickendorf, Berlin, 13467, Deutschland"
591,EKT Heinzegraben,Eltern-Initiativ-Kita,Elterninitiative Spielgelände Heinzegraben e. V.,(EKT),Königshorster Str. 11 ,13439 Berlin (Reinickendorf),smetana@freenet.de,penthauskita.de,Mo 08:30-16:00,Di 08:30-16:00,Mi 08:30-16:00,Do 08:30-16:00,Fr 08:30-16:00,Situationsansatz,,,,14,24,2,12,13439,Berlin,Reinickendorf,52.598162,13.350363,"Jugendrotkreuz, 11, Königshorster Straße, Märkisches Viertel, Reinickendorf, Berlin, 13439, Deutschland"
592,Kita Tietzer Strolche,Eltern-Initiativ-Kita,TÄKS e. V.,(Sonstiger freier Träger),Tietzstr. 12 ,13509 Berlin (Reinickendorf),tietzerstrolche@taeks.de,www.taeks.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,"Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz",,,,32,0,0,32,13509,Berlin,Reinickendorf,52.5848375,13.3038539,"Tietzstraße, Borsigwalde, Reinickendorf, Berlin, 13509, Deutschland"
593,Kita Warnitzer Str. 9,Kita,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Warnitzer Str. 9 /11,13057 Berlin (Lichtenberg),kita-warnitzer-strasse@bik-ev.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,180,6,72,108,13057,Berlin,Lichtenberg,52.4018567,13.4030752,"Warnitzer Straße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12305, Deutschland"
594,BOOT-Kita Am Kirschbaum,Kita,Gemeinnützige BOOT GmbH,(Sonstiger freier Träger),Albert-Kuntz-Str. 41 ,12627 Berlin (Marzahn-Hellersdorf),kirschbaum@bootkitas.de,www.bootkitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,173,2,54,119,12627,Berlin,Marzahn-Hellersdorf,52.5377629,13.6177473,"Kita am Kirschbaum, 41, Albert-Kuntz-Straße, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12627, Deutschland"
595,Kita Ramlerstr. 9-10/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Ramlerstr. 9 ,13355 Berlin (Mitte),Kita.Ramlerstr10@ba-fk.verwalt-berlin.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-16:30,,,"Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",,185,24,22,163,13355,Berlin,Mitte,52.54665215,13.3935433329,"Heinrich-Seidel-Grundschule, 9 - 10, Ramlerstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
596,Kita Märchenland,Kita,Orte für Kinder GmbH,(Sonstiger freier Träger),Bornholmer Str. 44 ,13359 Berlin (Mitte),maerchenland@ortefuerkinder.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,153,2,54,99,13359,Berlin,Mitte,52.5554342,13.3937532,"Kita Märchenland, 44, Bornholmer Straße, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
597,Kita Villa Schabernack,Kita,Bürgerhaus e.V.,(Sonstiger freier Träger),Stavangerstr. 6 ,10439 Berlin (Pankow),schabernack@buergerhaus-ev.de,www.buergerhaus-ev.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,"Ansatz von Emmi Pikler, Situationsansatz",,"Integration von Kindern mit Behinderung, Körper und Bewegung",,200,2,90,110,10439,Berlin,Pankow,52.5548854,13.4091265,"6, Stavanger Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
598,Kita Kolleknirpse/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Kollwitzstr. 60 ,10435 Berlin (Pankow),kindergarten.kollwitzstrasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,61,12,22,39,10435,Berlin,Pankow,52.5356775,13.4175073,"60, Kollwitzstraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10435, Deutschland"
599,Kita Prenzlauer Allee 115/116/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Prenzlauer Allee 115 ,10409 Berlin (Pankow),kindergarten.prenzlauer-allee@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,125,0,38,87,10409,Berlin,Pankow,52.5484988,13.4309441,"115, Prenzlauer Allee, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10409, Deutschland"
600,Kita Leuschnerdamm 33-39/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Leuschnerdamm 33 ,10999 Berlin (Friedrichshain-Kreuzberg),Kita.Leuschnerdamm33@ba-fk.berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,,,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung",,105,12,17,88,10999,Berlin,Friedrichshain-Kreuzberg,52.5032773,13.4176542049,"33, Leuschnerdamm, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
602,Kita Jungfernheideweg 77a/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Jungfernheideweg 77A ,13629 Berlin (Spandau),jungfernheideweg@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,"Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,137,2,38,99,13629,Berlin,Spandau,52.5452606,13.2697882,"77a, Jungfernheideweg, Siemensstadt, Spandau, Berlin, 13629, Deutschland"
603,Kita Wiesenweg 20/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Wiesenweg 20 ,13591 Berlin (Spandau),wiesenweg@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,Integration von Kindern mit Behinderung,,100,2,25,75,13591,Berlin,Spandau,52.5278665,13.1400103,"20, Wiesenweg, Staaken, Spandau, Berlin, 13591, Deutschland"
