,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
972,EKT Girasole,Eltern-Initiativ-Kindertagesstätte,Girasole e.V.,(EKT),Durlacher Str. 27 ,10715 Berlin (Charlottenburg-Wilmersdorf),eikitagirasole_ev@web.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,bilingual (deutsch-italienisch),,,,,deutsch - italienisch,Nein, ,32,0,9,23,10715,Berlin,Charlottenburg-Wilmersdorf,52.4805661,13.3311261,"27, Durlacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
2536,EKT - Loupiot,Eltern-Initiativ-Kindertagesstätte,Loupiot e. V.,(EKT),Fuldastr. 37 ,12045 Berlin (Neukölln),,,,,,,,,,,,,,,deutsch-französisch,Nein, ,22,0,10,12,12045,Berlin,Neukölln,52.4860556,13.4386794,"37, Fuldastraße, Donaukiez, Neukölln, Berlin, 12045, Deutschland"
2502,"EKT - ""Wildblume"" e.V.",Eltern-Initiativ-Kindertagesstätte,"Integrations-Kinderladen ""Wildblume"" e.V.",(EKT),Fidicinstr. 23 ,10965 Berlin (Friedrichshain-Kreuzberg),kila-wildblume@gmx.de,www.kila-wildblume.de,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,"bilingual (deutsch-englisch), Integration von Kindern mit Behinderung",,,,,deutsch-englisch,Nein, ,15,0,5,10,10965,Berlin,Friedrichshain-Kreuzberg,52.4864359,13.3937892,"23, Fidicinstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
739,EKT - Neumond,Kindertagesstätte,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",(Sonstiger freier Träger),Jahnstr. 14 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung, Natur-und Umweltpädagogik",,,,,deutsch - türkisch,Nein, ,30,0,0,30,10967,Berlin,Friedrichshain-Kreuzberg,52.4885241,13.4197195,"14, Jahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
100030,"EKT ""Kajtek"" - Verein zur Förderung
polnischer Sprache",Eltern-Initiativ-Kindertagesstätte,Verein zur Förderung Polnischer Sprache e. V.,(EKT),Holsteinische Str. 54 ,10717 Berlin (Charlottenburg-Wilmersdorf),,,,,,,,,,bilingual (polnisch),,,,,polnisch,Nein, ,26,0,0,26,10717,Berlin,Charlottenburg-Wilmersdorf,52.4887738,13.3245137,"54, Holsteinische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10717, Deutschland"
2417,"Kindertagesstätte ""Faros""",Kindertagesstätte,Diakonisches Werk Berlin Stadtmitte e.V.,(Diakonisches Werk),Kreuzbergstr. 47 ,10965 Berlin (Friedrichshain-Kreuzberg),kita.faros@diakonie-stadtmitte.de,,,,,,,,,,,,,,"deutsch - griechisch, multikulturell",Nein, ,106,0,0,106,10965,Berlin,Friedrichshain-Kreuzberg,52.4891625,13.3755243,"47, Kreuzbergstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
1584,EKT - Mondsichel,Kindertagesstätte,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",(Sonstiger freier Träger),Boppstr. 4 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,"bilingual (deutsch-türkisch), Körper und Bewegung, Natur-und Umweltpädagogik",,,,,deutsch - türkisch,Nein, ,32,0,0,32,10967,Berlin,Friedrichshain-Kreuzberg,52.4908696,13.4213724,"4, Boppstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
2558,EKT Girotondo,Eltern-Initiativ-Kindertagesstätte,Eltern-Initiativ-Kindertagesstätte Girotondo e. V.,(EKT),Freiligrathstr. 11 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,deutsch-italienisch,Nein, ,24,0,4,20,10967,Berlin,Friedrichshain-Kreuzberg,52.4914891,13.4098781,"HCS holiday home, 11, Freiligrathstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
2491,EKT - Kulturschlüssel,Eltern-Initiativ-Kindertagesstätte,Kulturschlüssel e.V.,(EKT),Großbeerenstr. 56C ,10965 Berlin (Friedrichshain-Kreuzberg),info@kulturschluessel.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,deutsch-türkisch-italienisch-französisch,Nein, ,20,0,5,15,10965,Berlin,Friedrichshain-Kreuzberg,52.4921683,13.3841079,"56C, Großbeerenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
2984,Deutsch-Englischer Kindergarten Lilolei,Kindertagesstätte,Deutsch-Englischer Kindergarten Lilolei e.V.,(Sonstiger freier Träger),Pfalzburger Str. 62 ,10719 Berlin (Charlottenburg-Wilmersdorf),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,englisch,Nein, ,30,12,5,25,10719,Berlin,Charlottenburg-Wilmersdorf,52.4937533,13.3220904,"62, Pfalzburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10719, Deutschland"
1578,EKT - Mondlicht II,Kindertagesstätte,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",(Sonstiger freier Träger),Böckhstr. 12 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung, Natur-und Umweltpädagogik",,,,,deutsch-türkisch,Nein, ,15,0,0,15,10967,Berlin,Friedrichshain-Kreuzberg,52.4938596,13.4177088,"12, Böckhstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
987,EKT - Mondlicht I,Kindertagesstätte,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",(Sonstiger freier Träger),Böckhstr. 11 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung",,,,,deutsch - türkisch,Nein, ,51,0,0,51,10967,Berlin,Friedrichshain-Kreuzberg,52.4939157,13.4174848,"11, Böckhstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
600229,Kita Kinderbunt Maybachufer,Kindertagesstätte,Kita-kinderbunt UG (haftungsbeschränkt),(Sonstiger freier Träger),Maybachufer 11 ,12047 Berlin (Neukölln),kinderbunt@hotmail.de,,,,,,,,,,,,,,Sprachförderung,Nein, ,20,12, , ,12047,Berlin,Neukölln,52.4947283,13.42389,"11, Maybachufer, Neukölln, Berlin, 12047, Deutschland"
622,Kita Bärenkinder,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Erieseering 33 ,10319 Berlin (Lichtenberg),erieseering@kinder-im-kiez.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,musikalisch/künstlerische Früherziehung,,,,,"englisch, musische Orientierung",Nein, ,250,2,80,170,10319,Berlin,Lichtenberg,52.4958477,13.5208426,"33, Erieseering, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
382,"EKT - Regenbogenfabrik, Block 109",Eltern-Initiativ-Kindertagesstätte,Regenbogenfabrik Block 109 e. V.,(EKT),Lausitzer Str. 22 ,10999 Berlin (Friedrichshain-Kreuzberg),kita@regenbogenfabrik.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,deutsch - türkisch,Nein, ,16,0,0,16,10999,Berlin,Friedrichshain-Kreuzberg,52.4959201,13.4261779,"Kino, 22, Lausitzer Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
100037,EKT Jungle,Eltern-Initiativ-Kindertagesstätte,Jungle e. V.,(EKT),Ohlauer Str. 1 ,10999 Berlin (Friedrichshain-Kreuzberg),mail@kita-jungle.de,www.kita-jungle.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,bilingual (deutsch-französisch),,,,,französisch,Nein, ,21,12,6,15,10999,Berlin,Friedrichshain-Kreuzberg,52.4970536,13.4320214,"Engelshaar und Teufelslocke, 1, Ohlauer Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
740,Kita Oranienstraße,Kindertagesstätte,"VAK - Verein zur Förderung ausländischer
und deutscher Kinder e.V.",(Sonstiger freier Träger),Oranienstr. 4 ,10997 Berlin (Friedrichshain-Kreuzberg),VAK-Kitas@t-online.de,www.vak-kindertagesstaetten.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-16:00,,,Interkulturelle Pädagogik,,,,,deutsch - türkisch,Nein, ,93,18,16,77,10997,Berlin,Friedrichshain-Kreuzberg,52.4997026,13.4253683,"Axel Heyligenstaedt Automatenaufstellung, 4, Oranienstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999 southside/10997 northside, Deutschland"
385,Kita KOTTI,Kindertagesstätte,"KOTTI - Nachbarschafts- und Gemeinwesenverein 
am Kottbusser Tor e.V.",(Sonstiger freier Träger),Dresdener Str. 14 ,10999 Berlin (Friedrichshain-Kreuzberg),kotti.kita-dresdener@online.de,www.kotti-berlin.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,deutsch - türkisch,Nein, ,38,0,9,29,10999,Berlin,Friedrichshain-Kreuzberg,52.5008864,13.417183,"SchnappHahn, 14, Dresdener Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
696,EKT - Cocorico et Co,Eltern-Initiativ-Kindertagesstätte,COCORICO et Co. e. V.,(EKT),Kluckstr. 29 ,10785 Berlin (Mitte),,,,,,,,,,,,,,,deutsch - französisch,Nein, ,19,0,0,19,10785,Berlin,Mitte,52.5026726,13.3614507,"29, Kluckstraße, Tiergarten, Mitte, Berlin, 10785, Deutschland"
2565,EKT Coquelicot,Eltern-Initiativ-Kindertagesstätte,EKT Coquelicot e.V.,(EKT),Friedbergstr. 47 ,14057 Berlin (Charlottenburg-Wilmersdorf),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,bilingual (deutsch-französisch),,,,,deutsch-französisch,Nein, ,25,0,0,25,14057,Berlin,Charlottenburg-Wilmersdorf,52.5035339,13.2915823,"47, Friedbergstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland"
386,Kinder-und Jugendclub Aladdin,Kindertagesstätte,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Eisenbahnstr. 23 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,,,,,,,,,,,,,Waldorf-Pädagogik,Nein, ,0,0,0,0,10997,Berlin,Friedrichshain-Kreuzberg,52.5041897,13.4346933,"23, Eisenbahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
654,EKT - Mappagei,Eltern-Initiativ-Kindertagesstätte,MAPPAGEI e.V.,(EKT),Dernburgstr. 57 ,14057 Berlin (Charlottenburg-Wilmersdorf),mappagei@googlemail.com,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,Montessori,Nein, ,15,0,0,15,14057,Berlin,Charlottenburg-Wilmersdorf,52.5058876,13.2835998,"57, Dernburgstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland"
628,Kita Lichtenzwerge,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Ribbecker Str. 22 ,10315 Berlin (Lichtenberg),ribbeckerstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,"englisch, sportorientiert",Nein, ,272,3,127,145,10315,Berlin,Lichtenberg,52.5068937,13.5083704,"22, Ribbecker Straße, Weitlingkiez, Friedrichsfelde, Lichtenberg, Berlin, 10315, Deutschland"
2822,Kindergarten Alegria,Kindertagesstätte,Alegria Kiga gGmbH,(Sonstiger freier Träger),Voßstr. 12 ,10117 Berlin (Mitte),,,Mo 07:30-18:30,Di 07:30-18:30,Mi 07:30-18:30,Do 07:30-18:30,Fr 07:30-18:30,,,Sonstiges,,,,,"deutsch-englisch, deutsch-spanisch",Nein, ,45,0,19,26,10117,Berlin,Mitte,52.5113427,13.3800518,"12, Voßstraße, Mitte, Berlin, 10117, Deutschland"
2569,Kindergarten Alegria Jardin infantil,Kindertagesstätte,Alegria Kiga gGmbH,(Sonstiger freier Träger),Mohrenstr. 7 ,10117 Berlin (Mitte),,,Mo 07:30-18:30,Di 07:30-18:30,Mi 07:30-18:30,Do 07:30-18:30,Fr 07:30-18:30,,,Sonstiges,,,,,"deutsch-englisch, spanisch-deutsch",Nein, ,100,0,31,69,10117,Berlin,Mitte,52.5118268,13.3872975,"7, Mohrenstraße, Mitte, Berlin, 10117, Deutschland"
2712,EKT - Las Abejitas,Eltern-Initiativ-Kindertagesstätte,Las Abejitas e.V.,(EKT),Danckelmannstr. 38 ,14059 Berlin (Charlottenburg-Wilmersdorf),,http://www.abejitas.de,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,,,,,,,,spanisch-deutsch,Nein, ,15,0,0,15,14059,Berlin,Charlottenburg-Wilmersdorf,52.5122083,13.2914682,"38, Danckelmannstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland"
766,Kita der Ev. Kirchengem. Alt-Lichtenberg,Kindertagesstätte,Ev. Kirchengemeinde Alt-Lichtenberg,(Sonstiger freier Träger),Schottstr. 6 ,10365 Berlin (Lichtenberg),,,,,,,,,,,,,,,Musikalische Frühförderung,Nein, ,45,0,19,26,10365,Berlin,Lichtenberg,52.5153234,13.4911595,"6, Schottstraße, Lichtenberg, Berlin, 10365, Deutschland"
100021,EKT EL Carrusel,Eltern-Initiativ-Kindertagesstätte,El Carrusel e.V.,(EKT),Gierkezeile 30 ,10585 Berlin (Charlottenburg-Wilmersdorf),,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,bilingual (spanisch),,,,,spanisch,Nein, ,22,12,5,17,10585,Berlin,Charlottenburg-Wilmersdorf,52.5157092,13.3028809,"30, Gierkezeile, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10585, Deutschland"
1589,EKT Klein und Stark,Eltern-Initiativ-Kindertagesstätte,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,(EKT),Dolziger Str. 51 ,10247 Berlin (Friedrichshain-Kreuzberg),,,,,,,,,,,,,,,deutsch - türkisch,Nein, ,25,0,0,25,10247,Berlin,Friedrichshain-Kreuzberg,52.5196823,13.464143,"51, Dolziger Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
100045,Kita CASA AZUL - MAISON BLEUE,Kindertagesstätte,CASA AZUL - BLAUES HAUS e.V.,(Sonstiger freier Träger),Reinhardtstr. 31 ,10117 Berlin (Mitte),,,,,,,,,,bilingual (französisch),,,,,französisch,Nein, ,45,12,18,27,10117,Berlin,Mitte,52.5226714,13.3807663,"31, Reinhardtstraße, Mitte, Berlin, 10117, Deutschland"
2617,EKT - Pipilota,Eltern-Initiativ-Kindertagesstätte,PIPILOTA e. V.,(EKT),Ebertystr. 43 ,10249 Berlin (Friedrichshain-Kreuzberg),,,,,,,,,,,,,,,deutsch-spanisch,Nein, ,30,0,12,18,10249,Berlin,Friedrichshain-Kreuzberg,52.5246694,13.4531658544,"43, Ebertystraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
2004,Kita Phantasialand,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Paul-Junius-Str. 52 ,10369 Berlin (Lichtenberg),paul-junius-strasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Montessori,,,,,musische Orientierung,Nein, ,180,6,75,105,10369,Berlin,Lichtenberg,52.5257211,13.476473,"52, Paul-Junius-Straße, Fennpfuhl, Lichtenberg, Berlin, 10369, Deutschland"
100039,Kita Cheburashka-Tiergarten,Eltern-Initiativ-Kindertagesstätte,Cheburashka gGmbH,(Sonstiger freier Träger),Wilsnacker Str. 40 ,10559 Berlin (Mitte),tiergarten@kitacheburashka.de,www.kitacheburashka.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,Körper und Bewegung,,Mehrsprachigkeit,deutsch - russisch,,betriebliche Kooperation,Nein, ,26,12,0,26,10559,Berlin,Mitte,52.5313747,13.3498229,"40, Wilsnacker Straße, Moabit, Mitte, Berlin, 10559, Deutschland"
2325,EKT - Maluch,Eltern-Initiativ-Kindertagesstätte,"Verein zur Förderung und Integration 
polnischer Kinder in der Berliner Gesellschaft e.V.",(EKT),Stephanstr. 17 ,10559 Berlin (Mitte),ektmaluch@hotmail.de,www.kinderladenmaluch.de,,,,,,,,,,,,,deutsch - polnisch,Nein, ,30,0, , ,10559,Berlin,Mitte,52.5342565,13.3496519,"17, Stephanstraße, Moabit, Mitte, Berlin, 10559, Deutschland"
2940,Kita phorminis,Kindertagesstätte,PHORMS Berlin gemeinnützige GmbH,(Sonstiger freier Träger),Ackerstr. 76 ,13355 Berlin (Mitte),kindergarten.berlin-mitte@phorms.de,www.berlin.phorms.de,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,,,bilingual (englisch),,,,,Deutsch-Englisch Spracherwerb als konzeptioneller Vordergrund,Nein, ,160,24,30,130,13355,Berlin,Mitte,52.5385877,13.3843852,"76, Ackerstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
2756,Kita Bewegungsreich,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Hanns-Eisler-Str. 82 ,10409 Berlin (Pankow),bewegungsreich@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,bewegungs-/sportorientiert,,,,,Bewegungsorientierung,Nein, ,160,2,55,105,10409,Berlin,Pankow,52.5400987,13.4497264,"82, Hanns-Eisler-Straße, Prenzlauer Berg, Pankow, Berlin, 10409, Deutschland"
2364,Kita der Ev. Osterkirchengem.,Kindertagesstätte,Ev. Osterkirchengemeinde,(Diakonisches Werk),Sprengelstr. 35 ,13353 Berlin (Mitte),osterkita@web.de,www.ostergemeindeberlin.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,deutsch-türkisch,Nein, ,85,0,0,85,13353,Berlin,Mitte,52.5416788,13.3549514,"35, Sprengelstraße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland"
2493,EKT Domino,Eltern-Initiativ-Kindertagesstätte,Deutsch-Französische Kita Domino e. V.,(EKT),Lychener Str. 21 ,10437 Berlin (Pankow),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,Deutsch-Französisch,Nein, ,30,0,0,30,10437,Berlin,Pankow,52.5423002,13.4158498,"21, Lychener Straße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
119,Kita Gethsemane,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Greifenhagener Str. 2 ,10437 Berlin (Pankow),gethsemane-kita@evkvbmn.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,,,,,,englische Gruppe,Nein, ,63,0,0,63,10437,Berlin,Pankow,52.5445845,13.4147308,"2, Greifenhagener Straße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
1715,AWO-Kita Sternschnuppe,Kindertagesstätte,Arbeiterwohlfahrt Kreisverband Spandau e.V.,(Arbeiterwohlfahrt),Falkenseer Chaussee 8 ,13583 Berlin (Spandau),kita-sternschnuppe@awo-spandau.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,deutsch-türkisch,Nein, ,195,0,58,137,13583,Berlin,Spandau,52.5463937,13.1922653,"8, Falkenseer Chaussee, Spandau, Berlin, 13583, Deutschland"
100043,EKT uno dos tres,Eltern-Initiativ-Kindertagesstätte,uno dos tres e.V.,(EKT),Gleimstr. 56 ,10437 Berlin (Pankow),,,,,,,,,,"bilingual (spanisch), Montessori",,,,,spanisch,Nein, ,22,0,0,22,10437,Berlin,Pankow,52.5468955,13.4031706,"56, Gleimstraße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
2363,Ev. Kita Stephanus,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Soldiner Str. 21 ,13359 Berlin (Mitte),Stephanus-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,Sprachförderung,Nein, ,80,0,0,80,13359,Berlin,Mitte,52.5583958,13.3877835,"21, Soldiner Straße, Soldiner Kiez Gebiet, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
2090,Kita Klothildestr. 21/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Klothildestr. 21 ,13156 Berlin (Pankow),kindergarten.klothildestrasse@kigaeno.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,8 Plätze,Nein, ,75,0,24,51,13156,Berlin,Pankow,52.5811023,13.4163542,"21, Klothildestraße, Niederschönhausen, Pankow, Berlin, 13156, Deutschland"
722,Kita Murmelstein,Kindertagesstätte,Jugendwerk Aufbau Ost JAO gGmbH,(Sonstiger freier Träger),Schweizer Tal 18 ,13127 Berlin (Pankow),kita-murmelstein@jao-berlin.de,www.jao-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,,,,14 Plätze,Nein, ,110,12,30,80,13127,Berlin,Pankow,52.6051632,13.4255598,"18, Schweizer Tal, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland"
633,Kita Petitweg,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Petitweg 20 ,13127 Berlin (Pankow),petitweg@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,bewegungs-/sportorientiert,,,,,englisch,Nein, ,110,12,30,80,13127,Berlin,Pankow,52.6074016,13.4160584,"20, Petitweg, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland"
1034,Kita Die Röländer,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Röländer Str. 46 ,13125 Berlin (Pankow),roelaender@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:00,,,,,,,,Partizipation,Nein, ,80,2,20,60,13125,Berlin,Pankow,52.6239342,13.4844744,"46, Röländer Straße, Karow, Pankow, Berlin, 13125, Deutschland"
2985,Kita Knusperhaus vom Rosenanger,Eltern-Initiativ-Kindertagesstätte,Das Knusperhaus vom Rosenanger e.V.,(EKT),Jostweg 5 ,13465 Berlin (Reinickendorf),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,Keine Sommerschließzeiten,Nein, ,23,0,0,23,13465,Berlin,Reinickendorf,52.6385684,13.3034387,"5, Jostweg, Frohnau, Reinickendorf, Berlin, 13465, Deutschland"
2739,Kita Rudower Straße,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Rudower Str. 45 ,12524 Berlin (Treptow-Köpenick),rudowerstrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,"englisch, sportorientiert",Nein, ,85,2,17,68,12524,Berlin,Treptow-Köpenick,52.4211099,13.5331532903,"Kita Rudower Straße, 45, Rudower Straße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
2758,Kita Sauseschritt,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Dietzgenstr. 104 ,13158 Berlin (Pankow),sauseschritt@pfeffewerk.de,www.pfefferwerk.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,Bewegungsorientierung,Nein, ,90,2,26,64,13158,Berlin,Pankow,52.5919326,13.4043411,"104, Dietzgenstraße, Rosenthal, Pankow, Berlin, 13158, Deutschland"
